breed,description,temperament,popularity,min_height,max_height,min_weight,max_weight,min_expectancy,max_expectancy,group,grooming_frequency_value,grooming_frequency_category,shedding_value,shedding_category,energy_level_value,energy_level_category,trainability_value,trainability_category,demeanor_value,demeanor_category
Staffordshire Bull Terrier,"Dengan ukuran 14 hingga 16 inci, Staffordshire Bull Terrier tidak terlalu tinggi. Namun, dengan berat antara 24 hingga 38 pon, mereka menuangkan satu galon anjing ke dalam wadah berukuran liter. Ini adalah anjing terrier yang kokoh dan berotot. Kepalanya pendek dan lebar, dengan otot pipi yang menonjol, dan bulu yang ketat tersedia dalam beberapa warna. Staffordshire Bull Terrier masih menyerupai petarung garang yang pernah menguasai arena pertarungan Inggris. Namun para peternak yang bertanggung jawab saat ini menghasilkan anjing yang memiliki sifat manis dan berorientasi pada keluarga dengan reputasi sabar terhadap anak-anak. Mereka adalah sahabat sejati yang setia, tetapi naluri bertarung lama masih tersembunyi di dalam diri mereka—sehingga sangat penting bagi anak anjing untuk bersosialisasi dengan anjing lain untuk mempelajari tata krama anjing yang baik. Dari masa lalunya yang suka berkelahi, Staffordshire Bull Terrier yang berotot namun lincah mempertahankan ciri-ciri keberanian dan keuletan. Untungnya, pembiakan yang baik mengubah mantan gladiator ini menjadi teman yang lembut dan menyenangkan dengan perasaan khusus terhadap anak-anak.","Pintar, Berani, Ulet",80,35.56,40.64,10.88621688,17.23651006,12.0,14.0,Terrier Group,0.4,Menyikat Gigi Mingguan,0.4,Sesekali,0.8,Energik,0.2,Mungkin keras kepala,0.8,Ramah
Standard Schnauzer,"Seekor anjing berukuran sedang dengan berat antara 35 dan 45 pon, Standard Schnauzer benar-benar merupakan Schnauzer standar: lebih besar dari Miniatur, lebih kecil dari Giants. Schnauzer dari ketiga ukuran memiliki beberapa ciri ras yang sama: bulunya yang tipis dan ketat berwarna hitam murni atau “lada dan garam”; kerangka yang kokoh dan berbentuk persegi; dan kepala memanjang dilengkapi dengan alis melengkung dan kumis berbulu, bingkai mata berkilau dengan kecerdasan yang tajam. Standar adalah teman yang ramah, pengawas yang waspada, pemburu tupai di halaman belakang yang antusias, dan baik terhadap anak-anak serta melindungi orang yang dicintai. Didekati dengan tangan yang tegas namun lembut, Standar berlatih dengan indah. Pemilik harus menyediakan penyaluran bagi sifat atletis dan indera anjingnya yang sangat berkembang. Standard Schnauzer yang berani dan berkumis adalah anjing peternakan yang bersemangat dari Jerman. Mereka adalah anggota keluarga ras Schnauzer berukuran sedang yang terkadang disengaja namun dapat diandalkan. Tampilan sporty Standard adalah klasik anjing.","Tak Takut, Cerdas, Bersemangat",89,44.45,49.53,13.6077711,22.6796185,13.0,16.0,Working Group,0.6,Menyikat Gigi 2-3 Kali Seminggu,0.2,Jarang,0.6,Latihan rutin,0.4,Mandiri,0.8,Ramah
Sussex Spaniel,"Sussex adalah anjing burung yang panjang dan bertubuh rendah dengan kekuatan dan daya tahan yang tinggi. Dengan tinggi hanya 15 inci di bahu, Sussex tetap digambarkan sebagai orang yang “besar”, dengan dada yang dalam dan tulang yang berat. Ciri khas mereka adalah lapisan hati emas yang melimpah dan berbulu. Kepala spaniel klasik, dengan telinga berlapis bergelombang dan mata cokelat besar, menunjukkan ekspresi muram dan cemberut yang bertentangan dengan keceriaan bawaan Sussex. ""Tenang, penuh kasih sayang, pemarah, biru sejati, setia"" - semua adalah kata-kata yang digunakan untuk menggambarkan Sussex Spaniel, pemburu yang lambat tapi mantap dan anjing rumahan yang ramah. Ekspresi cemberutnya sangat bertentangan dengan sifat cerianya.","Ramah, ceria, pemarah",180,33.02,38.1,15.875732950000002,20.41165665,13.0,15.0,Sporting Group,0.6,Menyikat Gigi 2-3 Kali Seminggu,0.6,Musiman,0.6,Latihan rutin,0.4,Mandiri,0.4,Dicadangkan dengan Orang Asing
Swedish Lapphund,"Lapphund Swedia bisa menjadi teman keluarga yang baik dan berkembang jika diikutsertakan dalam semua aktivitas kelompok manusianya. Spitz berukuran sedang yang lincah dan cerdas ini adalah anjing yang serba bisa, suka bermain, dan energik. Meskipun secara umum dianggap sebagai ras berenergi sedang hingga tinggi, ia mampu bersantai dan bersantai jika diperlukan, alias tombol “on/off” Lappie. Waspada dan ramah, mereka juga berpikiran mandiri dan keras kepala. Trah ini mempertahankan ciri-ciri kewaspadaan dan gonggongannya yang menjaga dan menggiring. Lappie Swedia sangat ingin menyenangkan, akan bekerja dengan Anda, dan cocok untuk reli, ketangkasan, penggembalaan, kerja aroma, dan acara pendamping lainnya. Detail Kontak KlubNama: Patricia ArfstenEmail: parfsten@yahoo.com Lincah, waspada, baik hati, dan penuh kasih sayang. Lapphund sangat menerima, penuh perhatian, dan bersedia bekerja. Kemampuannya sebagai anjing penggembala yang baik membuatnya sangat berguna dalam perdagangan rusa kutub. Sangat serbaguna, cocok untuk pelatihan kepatuhan, kelincahan, menggiring, pelacakan, dll. Mudah untuk dilatih, penuh daya tahan dan ketangguhan.","Ceria, Cerdas, Lincah",,40.64,50.8,13.6077711,20.41165665,12.0,14.0,Foundation Stock Service,0.4,Menyikat Gigi Mingguan,0.6,Musiman,0.6,Latihan rutin,0.2,Mungkin keras kepala,0.6,Waspada/Responsif
Swedish Vallhund,"Dengan bulu musang yang tebal, konstruksi yang kokoh, dan penampilan tanpa embel-embel secara keseluruhan, Vallhund adalah ras yang tak lekang oleh waktu, senyaman mereka di halaman belakang pinggiran kota seperti saat mereka berada di haluan kapal panjang Viking 1.200 tahun yang lalu. Para penggembala yang lincah ini bertubuh tinggi dan rendah ke tanah—dengan cara yang tidak terlalu berlebihan seperti sepupu jauh mereka, corgis, namun gagasannya tetap sama: Perawakan mereka memudahkan untuk menggigit tumit ternak dan menghindari tendangan ke arah ternak. kepala. Keseimbangan, kekuatan, dan gerakan halus adalah ciri khas ras ini. Vallhund Swedia yang panjang dan rendah, Anjing Viking dalam legenda kuno, adalah penggembala yang cerdas dan mudah bergaul dengan bulu lebat dan energi tak terbatas. Anjing ternak yang kasar ini dikenal karena semangat hidup, vokalisasi yang unik, dan sikap ceria.","Ramah, Energik, Waspada",169,29.21,34.925,9.0718474,15.875732950000002,12.0,15.0,Herding Group,0.2,Sesekali Mandi/Sikat,0.6,Musiman,1.0,Membutuhkan Banyak Aktivitas,1.0,Ingin menyenangkan,0.8,Ramah
Taiwan Dog,"Sifat intuitif Anjing Taiwan dan hubungannya dengan tuannya kemungkinan besar diasah dari generasi ke generasi yang bekerja sama berburu hewan kecil di pegunungan. Ini juga berarti bahwa mereka sangat responsif terhadap perintah dan mudah dilatih. Trah ini tertutup terhadap orang asing dan tidak takut dalam melindungi keluarganya. Oleh karena itu, sosialisasi terhadap Anjing Taiwan diperlukan untuk memediasi naluri kuatnya dalam melindungi tuan dan keluarganya. Mereka harus menjadi bagian integral dari rumah tangga dan bukan anjing luar karena mereka unggul dalam interaksi dan sosialisasi sehari-hari. Detail Kontak KlubKlub: Taiwan Dog Club of AmericaAlamat: PO Box 640, Chino Hills, CA 91709Email: info@taiwandog.org Anjing Taiwan sangat setia kepada tuannya, tajam dalam akal, waspada dalam bergerak, berani dan tak kenal takut. Dia adalah anjing berukuran sedang dengan kepala segitiga, mata berbentuk almond, telinga tipis dan ekor sabit.","Setia, Serbaguna, Cerdas",,43.18,50.8,11.79340162,18.1436948,9.0,13.0,Foundation Stock Service,0.4,Menyikat Gigi Mingguan,0.6,Musiman,1.0,Membutuhkan Banyak Aktivitas,0.8,Pelatihan Mudah,0.4,Dicadangkan dengan Orang Asing
Teddy Roosevelt Terrier,"Teddy Roosevelt Terrier adalah teman yang menyenangkan di rumah. Mereka belajar dengan cepat dan siap untuk aktivitas apa pun yang dilakukan pemiliknya. Meskipun mereka akan tetap menjaga peternakan dan rumah keluarga bebas dari tikus, pekerjaan yang menjadi tujuan mereka dibesarkan, mereka juga unggul dalam olahraga pendamping seperti ketangkasan dan kepatuhan. Mereka bergaul dengan anjing lain tanpa sifat suka berperang dan mempertahankan dorongan mangsanya tanpa dorongan obsesif. Pada akhirnya, tidak ada yang lebih mereka sukai selain berbagi cinta dan persahabatan dengan pemiliknya. Teddies dapat beradaptasi dengan hampir semua gaya hidup, baik Anda tampil dalam lingkaran konformasi, bekerja dalam uji ketangkasan, atau hanya menginginkan teman yang baik untuk rumah atau pertanian Anda. Ukurannya yang kecil hingga sedang membuatnya cocok juga untuk hunian apartemen. Trah yang setia, aktif, dan suka bermain ini adalah yang terbaik sebagai anggota keluarga manusia. Detail Kontak KlubKlub: Klub American Teddy Roosevelt TerrierNama: Kaye Stevenson, PresidenEmail: Americantrtclub@gmail.comAlamat: 205 Donna Dr., Montgomery, AL 36108 Teddy Roosevelt Terrier adalah anjing yang lincah, ramah, penuh kasih sayang dengan keluarganya tetapi bisa jadi agak seperti seekor anjing satu orang. Dengan sifat protektifnya yang kuat dan naluri kawanan yang berkembang dengan baik, Teddy Roosevelt Terrier dapat bergaul dengan baik dengan anak-anak (saat dibesarkan bersama mereka), kucing, dan anjing lainnya. Dia adalah pemburu yang berani dan ulet dengan energi yang tampaknya tak terbatas yang ukuran dan daya tahannya membuatnya menjadi pemburu tupai dan hama yang ulung.","Menyenangkan, Serbaguna, Cerdas",,20.32,38.1,3.62873896,11.33980925,14.0,16.0,Miscellaneous Class,0.4,Menyikat Gigi Mingguan,0.6,Musiman,0.8,Energik,1.0,Ingin menyenangkan,0.8,Ramah
Thai Ridgeback,"Thai Ridgeback adalah anjing berotot berukuran sedang dengan tubuh ramping yang membuatnya sangat lincah dan atlet alami. Punggungan di punggungnya dibentuk oleh rambut yang tumbuh berlawanan arah dengan sisa bulunya dan trah ini memiliki hingga 8 pola punggungan yang berbeda. Anak anjing bisa lahir tanpa punggung ini. Warna bulunya meliputi biru solid, hitam, merah atau coklat kekuningan dengan topeng hitam kadang-kadang pada anjing berbulu merah. Thai Ridgeback juga memiliki lidah berbintik dan beberapa bahkan memiliki lidah berwarna hitam/biru pekat. Saat ini, sebagian besar Ridgeback adalah anjing pendamping, tetapi mereka masih mempertahankan naluri yang sama untuk pekerjaan yang mereka lakukan: berburu dan menjaga. Mereka harus mandiri, mandiri dan berburu makanan mereka sendiri, yang memberi mereka naluri bertahan hidup yang kuat, dorongan mangsa yang tinggi, dan tingkat kecerdasan yang tinggi. Jika dibesarkan dengan baik dan disosialisasikan dengan baik, Thai Ridgeback bisa menjadi hewan yang setia, hewan peliharaan yang penyayang. Sebagai ras penjaga, mereka secara alami melindungi rumahnya dan dapat menjadi pendiam serta curiga terhadap orang asing. Thai Ridgebacks membutuhkan pemilik yang sabar, konsisten, dan berpengalaman dengan pemahaman yang baik tentang perilaku anjing; mereka bukan untuk pertama kali pemilik anjing. Detail Kontak KlubKlub: Asosiasi Pemilik dan Peternak Thai RidgebackNama: Cathleen A. Combs, PresidenEmail: bellehoundsk9s@aol.comAlamat: PO Box 1, Dry Ridge, KY 41035Telepon: 859-445-8739Tautan Facebook Thai Ridgeback tangguh dan aktif, dengan kemampuan melompat yang luar biasa. Ia sangat cerdas, memiliki naluri bertahan hidup yang kuat, dan merupakan anjing keluarga yang setia.","Setia, Mandiri, Tangkas",,50.8,60.96,15.875732950000002,34.01942775,12.0,13.0,Foundation Stock Service,0.2,Sesekali Mandi/Sikat,0.6,Musiman,0.8,Energik,0.4,Mandiri,0.4,Dicadangkan dengan Orang Asing
Tibetan Mastiff,"Bertatap muka dengan raksasa kuno ini, penyusup yang tidak berguna kemungkinan besar akan beralih ke hasil yang lebih mudah. TM dapat berdiri setinggi 26 inci di bahu dan beratnya lebih dari 100 pon. Tidak mungkin mendiskusikan ras ini tanpa bersandar pada kata-kata seperti “kuat”, “berotot”, “besar”, dan “substansial”. Namun, TM cukup ringan dan akan menghadapi ancaman dengan kelincahan yang mengejutkan. Kepalanya yang lebar, dengan telinga berbentuk V yang tinggi dan mata coklat yang ekspresif, menunjukkan ekspresi yang mulia dan bijaksana. Waspada, menyendiri, mengesankan, dan mengintimidasi: Tibetan Mastiff kuno adalah anjing penjaga tertinggi. Raksasa berjaket tebal ini bersikap lembut dan tenang di sekitar rumah, sangat menyayangi keluarga, serta menyendiri dan teritorial dengan orang asing.","Mandiri, Pendiam, Cerdas",131,60.96,66.04,31.751465900000003,68.0388555,10.0,12.0,Working Group,0.6,Menyikat Gigi 2-3 Kali Seminggu,0.6,Musiman,0.6,Latihan rutin,0.4,Mandiri,0.6,Waspada/Responsif
Tibetan Spaniel,"Dengan moncong tumpul dan mata besar yang ekspresif, “surai singa” di sekitar leher, dan ekor berbulu yang melengkung anggun di punggung, mereka khas Tibet. Tapi apakah mereka spaniel? Tidak, tidak dalam pengertian Barat, seperti Cockers atau Cavaliers. Sebaliknya, Tibbies mengingat tradisi kuno yang menghasilkan Pekes, Pug, Lhasas, dan ras Asia lainnya. Tibbies berdiri sekitar 10 inci di bahu; mereka bergerak cepat dan terarah. Mereka terlihat dalam berbagai warna dan kombinasi. Anjing Spaniel Tibet yang lincah dan penuh rasa ingin tahu ini dibiakkan berabad-abad yang lalu untuk pekerjaan penjaga di tembok biara-biara Tibet. Dikenal dengan bulunya yang rata dan halus serta “surai singa” di lehernya, Tibbie membentuk ikatan yang erat dan penuh kasih sayang dengan manusianya.","Ceria, Cerah, Percaya Diri",119,25.4,25.4,4.082331330000001,6.80388555,12.0,15.0,Non-Sporting Group,0.4,Menyikat Gigi Mingguan,0.6,Musiman,0.4,Tenang,0.6,Menyenangkan,0.6,Waspada/Responsif
Tibetan Terrier,"Memiliki kemiripan dengan sepupu mereka yang lebih kecil, Lhasa Apso, Tibetan Terrier berada di kelas bawah ras berukuran sedang, berdiri sekitar 15 inci di bahu dan berat antara 20 dan 24 pon. Ciri khas ras ini adalah bulu ganda yang indah dan banyak—bagian bawahnya berbulu, dengan lapisan atas yang panjang dan halus. TT unik di antara anjing karena kaki “sepatu salju” mereka yang besar dan datar, diadaptasi selama berabad-abad untuk membantu mereka melewati medan bersalju dan pegunungan di tanah air mereka. Anjing Terrier Tibet, “Anjing Suci Tibet,” adalah anjing penjaga kuno dan sahabat yang sudah lama dikaitkan dengan biara-biara Buddha. Anjing berukuran kecil hingga sedang yang memiliki banyak bulu dan kaki “sepatu salju”, TT adalah anjing yang penuh kasih sayang, sensitif, dan pintar.","Penyayang, Setia, Sensitif",96,35.56,43.18,8.164662660000001,13.6077711,15.0,16.0,Non-Sporting Group,0.6,Menyikat Gigi 2-3 Kali Seminggu,0.6,Musiman,0.8,Energik,0.4,Mandiri,0.4,Dicadangkan dengan Orang Asing
Tornjak,"Tornjak juga dikenal sebagai anjing Gembala Bosnia dan Herzegovinia – Kroasia. Dia adalah anjing yang besar dan kuat, proporsional dan lincah. Bentuk tubuhnya hampir persegi. Saat berdiri dan bergerak, ia kuat, harmonis, dan seimbang. Mantelnya panjang dan tebal. Menurut penelitian, Tornjak kemungkinan besar adalah keturunan Tibetan Mastiff, atau dari daerah tempat Iran sekarang berada. Lingkungan tersebut telah menciptakan pengawas yang sehat dan kuat, dengan kebutuhan pangan dan tempat tinggal yang sederhana. Tornjak bersahabat dengan manusia, tetapi agresif terhadap hewan dan anjing lain yang mengancam pemiliknya, rumah, domba, kandang, atau kawanannya. Mereka suka bekerja dan menerima perintah dengan mudah dari pemiliknya. Tornjak memiliki watak yang mantap, ramah, berani, patuh, cerdas, dan penuh martabat serta percaya diri. Garang dalam menjaga harta titipan, ia tidak bisa disuap dan curiga terhadap orang asing. Dia mengabdi kepada tuannya, sangat tenang di hadapannya dan sangat sayang terhadap orang-orang yang tinggal di sekitarnya.","Ramah, Berani, Cerdas",,58.42,71.12,28.12272694,49.895160700000005,12.0,14.0,Foundation Stock Service,,nan,,nan,,nan,0.8,Pelatihan Mudah,0.6,Waspada/Responsif
Tosa,"Tosa diam-diam menyayangi keluarganya sendiri, tapi mungkin agak menyendiri dengan orang asing. Trah ini juga, secara alami, waspada terhadap anjing lain dan mungkin bereaksi agresif terhadap anjing yang dianggapnya sebagai pengganggu. Perilaku agresif yang berlebihan terhadap manusia bukanlah ciri khas ras ini. Bulu mereka yang pendek dan padat bisa berwarna coklat kekuningan, merah, aprikot, hitam atau belang-belang dan mereka juga bisa memiliki tanda putih di dada dan kaki mereka. Selain itu, Tosa menjadi dewasa dengan lambat dan setiap anjing mungkin baru mencapai usia empat tahun. Trah ini adalah yang terbesar dari semua ras anjing Jepang. Mereka juga dikenal sebagai Tosa Ken, Tosa Dog, Tosa Token, Tosa Inu, Japanese Fighting Dog, dan Japanese Mastiff. Temperamen Tosa ditandai dengan kesabaran, ketenangan, keberanian dan keberanian. Dia biasanya adalah anjing yang pendiam, pendiam, dan patuh, dengan sikap tenang namun waspada. Dengan sikap yang megah dan perawakan yang kokoh, mereka dulunya dibiakkan untuk berkelahi, namun kini digunakan sebagai anjing penjaga.","Tak kenal takut, Sabar, Waspada",,54.61,59.69,45.359237,90.718474,10.0,12.0,Foundation Stock Service,0.2,Sesekali Mandi/Sikat,0.4,Sesekali,0.4,Tenang,0.6,Menyenangkan,0.4,Dicadangkan dengan Orang Asing
Toy Fox Terrier,"Resep yang pasti untuk bersenang-senang: Ambillah sifat manis dari seekor anjing piaraan. Kombinasikan dengan keuletan terrier. Tuangkan campuran ke dalam wadah yang seimbang. Bungkus dengan mantel satin yang ketat. Atasan dengan telinga besar dan tegak serta mata gelap yang berkilau dengan kecerdasan yang penuh semangat. Ini adalah Toy Fox Terrier, seorang komedian kecil yang lincah namun kokoh yang berdiri setinggi kurang dari satu kaki tetapi memiliki karisma yang cukup untuk seluruh kandang anjing biasa. Pengagum ras ini sering berkata, “TFT benar-benar mainan dan anjing terrier.” Seekor anjing terrier kecil berlapis satin dengan kepribadian anjing mainan yang lucu, Toy Fox Terrier, seperti yang dikatakan oleh para peternak ras, “benar-benar mainan dan terrier.” Mereka awalnya adalah penggembala di lumbung, tetapi kini mereka menjadi sahabat yang memesona dan memiliki kepribadian yang besar.","Ramah, Waspada, Cerdas",111,21.59,29.21,1.587573295,3.17514659,13.0,15.0,Toy Group,0.4,Menyikat Gigi Mingguan,0.4,Sesekali,0.8,Energik,1.0,Ingin menyenangkan,0.8,Ramah
Transylvanian Hound,"Transylvanian Hound adalah pemburu Hongaria kuno yang diciptakan oleh iklim, medan, dan kondisi perburuan khusus. Seluruh penampilannya mencerminkan keluhuran dan keharmonisan. Karena ukurannya yang sedang, tubuhnya atletis, ramping, berotot, dan berlebihan, serta gerakannya seimbang dan elegan. Sifat dasarnya adalah tenang, seimbang namun tegas, temperamental dan mudah beradaptasi. Sifatnya yang suka bermain membuat mereka menjadi favorit keluarga yang ideal. Karena keseimbangan dan keramahannya, mereka dapat dipelihara baik di apartemen maupun rumah. Keberanian dan kesetiaannya menjadikannya penjaga yang baik. Anjing pemburu aroma ini adalah anjing biasa, tetapi juga dapat digunakan untuk pengambilan. Berburu dalam kelompok atau sendirian, Anda akan mendengar nada dering yang jauh dan tinggi yang menunjukkan arah permainan. Bekerja jauh dari pertanian, mereka mengembangkan kemampuan memecahkan masalah dan selama berabad-abad menjadi sangat cerdas. Transylvanian Hound memiliki sifat yang baik, berani, dan tangguh. Pada dasarnya, dia pendiam dan tenang, tetapi juga tegas dan lincah. Kondisi lingkungan Carpathians menjadikan ras ini anjing yang tangguh dan pemberani.","Berani, Baik Hati, Bertekad",,55.88,66.04,24.947580350000003,24.947580350000003,10.0,14.0,Foundation Stock Service,0.4,Menyikat Gigi Mingguan,,nan,1.0,Membutuhkan Banyak Aktivitas,0.2,Mungkin keras kepala,,nan
